MF Rank,EY Rank,ROC Rank,Combined Rank,MF Score,Grade,Ticker,Sector,Price,Market Cap,EBIT,EV,Earnings Yield %,ROC % (Greenblatt),ROE %,Gross Margin %,Op Margin %,FCF Margin %,P/E,D/E,Beta,Rev Growth %,EPS Growth %,Perf 1M %,Perf 3M %
1,17,23,40,100.0,A+,MO,Consumer Non-Durables,66.34,110913717041.13,12836199424.55,117973820000.0,10.88,55.1,,75.9,63.8,45.1,16.1,,0.02,-1.4,-37.1,1.6,12.7
2,5,67,72,99.8,A+,HPQ,Technology Services,18.46,16882596976.91,3783412107.23,25902080000.0,14.61,35.7,,19.9,6.8,5.2,7.0,,1.48,5.1,-4.9,-4.8,-26.6
3,36,41,77,99.5,A+,CPAY,Commercial Services,330.49,22489942926.93,2080307000.0,22571199390.0,9.22,42.5,30.5,72.6,45.9,28.7,21.9,2.6,1.21,13.9,7.7,-6.9,6.3
4,65,27,92,99.3,A+,LDOS,Technology Services,173.37,21912699089.58,2100000000.0,27851630000.0,7.54,48.6,31.0,18.0,12.2,9.5,15.6,1.09,0.74,3.1,20.6,-10.8,-8.3
5,92,4,96,99.1,A+,ADBE,Technology Services,273.7,112355904493.62,8705267449.2,133547210000.0,6.52,129.3,55.4,88.6,36.6,41.5,16.4,0.57,0.98,10.5,34.6,2.5,-19.9
6,54,43,97,98.9,A+,NTAP,Electronic Technology,97.58,19255502508.26,1524448486.66,19203000000.0,7.94,42.1,112.6,70.3,23.2,24.5,16.3,2.36,1.38,3.0,10.6,-4.8,-18.2
7,21,78,99,98.6,A+,BMY,Health Technology,59.98,122147697987.34,15115000000.0,146590540000.0,10.31,33.7,40.5,65.9,31.4,26.7,17.3,2.55,0.54,-0.2,,-2.3,17.4
8,15,94,109,98.4,A+,AMP,Finance,450.69,41093464225.32,4833322398.01,43254742000.0,11.17,30.7,60.5,52.6,25.6,44.7,12.4,0.94,1.15,5.1,9.9,-16.5,-9.2
9,11,108,119,98.2,A+,PYPL,Commercial Services,45.57,41954684006.08,6562803143.47,56492820000.0,11.62,28.7,25.7,41.8,19.7,16.7,8.4,0.6,1.24,4.9,35.3,13.3,-24.1
10,102,18,120,97.9,A+,CL,Consumer Non-Durables,89.61,71826712258.26,4479000000.0,71057394000.0,6.3,59.7,1602.3,60.1,22.0,17.8,34.2,158.41,0.15,1.4,-25.4,-4.7,15.1
11,46,76,122,97.7,A+,CTSH,Technology Services,62.43,29856954856.17,3355000000.0,39256000000.0,8.55,33.8,15.2,31.2,15.9,12.3,13.7,0.08,0.93,7.0,1.1,-17.5,-24.8
12,26,102,128,97.5,A+,OMC,Commercial Services,80.06,24845527948.67,2425500000.0,24197136567.16,10.02,29.2,-0.7,17.3,14.0,16.1,161.3,0.93,0.75,10.1,-93.3,14.8,3.2
13,40,93,133,97.2,A+,MRK,Health Technology,116.21,287316675774.98,26692000000.0,297786880000.0,8.96,30.7,36.9,74.2,41.1,19.0,16.0,0.96,0.71,1.5,8.0,-4.3,18.1
14,42,92,134,97.0,A+,FISV,Commercial Services,58.5,31284485722.96,5705000000.0,65049290000.0,8.77,30.8,13.2,59.4,26.9,20.5,9.2,1.15,0.27,3.6,17.7,-2.5,-12.0
15,64,74,138,96.8,A+,HCA,Health Services,537.28,120147742995.06,11965000000.0,158519270600.0,7.55,34.2,,15.8,15.8,10.2,18.9,,0.32,7.1,29.1,7.4,14.1
16,4,139,143,96.6,A+,CF,Process Industries,120.13,18460236248.26,2629000000.0,16663774000.0,15.78,24.1,29.6,42.3,37.1,25.4,13.4,0.75,0.06,19.3,32.9,29.5,57.6
17,103,47,150,96.3,A+,QCOM,Electronic Technology,134.12,143106036770.01,12046677216.6,191614990000.0,6.29,41.5,21.5,55.1,27.2,29.2,27.7,0.64,0.2,10.2,-48.3,-2.2,-26.1
18,120,30,150,96.1,A+,EME,Industrial Services,720.18,32071463649.61,1577942000.0,26600741326.93,5.93,47.5,38.5,19.3,9.3,7.0,25.4,0.13,1.26,16.6,31.4,-5.4,15.5
19,148,5,153,95.9,A+,BKNG,Consumer Services,4322.42,136905502952.34,9487000000.0,175150671690.0,5.42,95.9,,97.1,35.2,33.8,26.0,,-0.51,13.4,-4.0,-2.2,-18.1
20,23,133,156,95.6,A+,STZ,Consumer Non-Durables,149.96,26004293876.82,3540705846.36,34614757320.0,10.23,24.7,14.3,51.2,34.7,17.3,23.6,1.38,0.62,-7.9,69.8,-8.5,0.9
21,152,6,158,95.4,A+,OTIS,Industrial Services,84.6,32885777830.57,2238000000.0,41750730000.0,5.36,91.1,,30.6,15.5,10.0,24.1,,0.52,1.2,-13.8,-5.7,-3.7
22,25,135,160,95.2,A+,THC,Health Services,234.58,20399779781.19,3439000000.0,33768866240.0,10.18,24.5,33.5,16.1,16.1,11.9,15.1,3.42,1.04,3.1,-51.9,17.3,18.6
23,122,42,164,94.9,A+,WSM,Retail Trade,185.77,22177355245.24,1432145486.78,24537975820.0,5.84,42.4,56.9,46.3,18.6,14.3,20.4,0.71,1.44,5.1,7.6,-15.1,-1.8
24,158,12,170,94.7,A+,ITW,Producer Manufacturing,271.52,78252069761.44,4216000000.0,79837260000.0,5.28,71.2,93.7,43.6,26.3,16.9,25.9,2.86,0.81,0.9,-10.4,-6.8,6.5
25,112,59,171,94.5,A+,JBL,Producer Manufacturing,255.46,26975366571.09,1494266705.24,24618893000.0,6.07,37.3,47.9,8.8,5.0,4.0,39.7,2.51,1.55,13.2,-38.3,-0.6,12.1
26,81,96,177,94.3,A+,GILD,Health Technology,146.0,181247394726.72,11822000000.0,169637220000.0,6.97,30.4,40.5,78.8,40.1,32.1,21.5,1.13,0.25,2.5,1747.5,-3.8,19.4
27,149,29,178,94.0,A+,PAYX,Technology Services,94.0,33742940122.12,2364733676.4,43716076000.0,5.41,47.8,40.9,73.4,42.4,35.0,21.3,1.3,0.41,12.4,-7.2,-4.6,-16.8
28,51,131,182,93.8,A+,INCY,Health Technology,94.66,18838710073.86,1342754000.0,16699053820.0,8.04,25.2,29.9,91.5,26.1,26.3,14.8,0.01,0.32,21.2,2261.1,-12.8,-0.3
29,82,101,183,93.6,A+,NVR,Consumer Durables,6610.91,18469296965.0,1446290143.21,20923272610.0,6.91,29.4,33.2,21.2,14.3,10.9,15.1,0.27,0.24,-2.0,-13.8,-17.7,-12.3
30,58,126,184,93.3,A+,GIS,Consumer Non-Durables,40.66,21695447245.47,3062569919.1,39031509000.0,7.85,25.8,27.3,33.9,15.7,9.1,8.8,1.47,-0.02,-5.7,0.8,-15.2,-11.5
31,145,40,185,93.1,A+,LII,Producer Manufacturing,508.66,17702847618.66,1027500000.0,18779858000.0,5.47,42.9,78.1,32.9,19.8,12.3,22.9,1.52,0.79,-2.7,-1.4,-4.1,-0.2
32,7,181,188,92.9,A+,PHM,Consumer Durables,123.38,23706425036.61,2978580172.05,23245065800.0,12.81,19.3,17.7,26.3,17.2,10.5,11.1,0.18,0.56,-3.5,-24.4,-8.6,-4.0
33,125,63,188,92.6,A+,ULTA,Retail Trade,652.64,28952748331.65,1495484136.09,25709747600.0,5.82,36.6,48.0,39.2,13.2,9.2,25.0,0.98,0.48,5.5,4.4,-5.4,8.4
34,169,20,189,92.4,A+,ADP,Technology Services,213.0,85763250728.77,5402320915.61,106108481000.0,5.09,58.7,73.8,50.4,26.3,22.4,20.5,0.7,0.56,6.6,8.6,-7.9,-17.9
35,104,86,190,92.2,A+,DGX,Health Services,200.56,22034788018.1,1603000000.0,25513360000.0,6.28,32.0,14.2,31.9,14.5,12.3,22.9,0.89,0.15,11.8,13.8,5.6,11.6
36,31,161,192,92.0,A+,NEM,Non-Energy Minerals,116.21,126421870257.66,10353000000.0,106878900000.0,9.69,21.2,22.2,49.8,46.9,33.0,18.2,0.17,0.69,18.6,118.6,-0.4,22.3
37,130,64,194,91.7,A+,SCCO,Non-Energy Minerals,192.02,157284177966.8,7001700000.0,122827654000.0,5.7,36.5,42.9,53.2,52.2,25.5,37.0,0.67,1.55,17.4,26.7,-3.7,34.1
38,8,189,197,91.5,A+,TROW,Finance,89.33,19480452603.95,2589800000.0,20643692000.0,12.55,18.6,19.2,78.9,35.4,33.8,9.7,0.04,1.11,3.1,1.0,-5.3,-13.2
39,84,114,198,91.3,A+,SYY,Distribution Services,84.56,40498377392.7,3416425477.34,49481586802.21,6.9,27.7,83.6,18.3,4.2,2.2,22.7,6.56,0.21,2.6,-4.5,-2.3,14.5
40,74,125,199,91.0,A+,FTI,Industrial Services,64.38,25754894640.86,1367300000.0,18600332000.0,7.35,26.3,29.9,21.7,13.8,14.6,27.9,0.4,1.1,9.4,20.4,9.1,40.1
41,126,73,199,90.8,A+,ZTS,Health Technology,119.79,50566678210.99,3597000000.0,62169652000.0,5.79,34.4,66.0,70.5,38.0,24.1,19.9,2.79,0.78,2.3,10.2,-5.7,0.7
42,142,57,199,90.6,A+,EXPD,Transportation,140.81,18798652161.25,1060779000.0,19319980300.0,5.49,37.7,35.4,15.4,9.6,8.6,23.7,0.24,0.92,4.4,3.9,-14.8,-6.7
43,136,71,207,90.3,A+,FFIV,Technology Services,289.52,16363460423.63,775123704.39,13914926640.0,5.57,34.8,20.8,80.1,25.1,27.9,24.0,0.08,0.81,8.8,20.2,4.7,12.2
44,205,2,207,90.1,A,VRSN,Technology Services,235.73,21616440336.11,1121000000.0,23714670000.0,4.73,180.3,,88.2,67.7,64.5,26.8,,0.63,6.4,10.1,5.8,-2.8
45,20,188,208,89.9,A,HAL,Industrial Services,35.93,30093114173.65,3091000000.0,29892400000.0,10.34,18.8,12.2,15.7,13.9,7.5,23.8,0.79,1.01,-3.3,-46.7,2.8,24.9
46,157,51,208,89.7,A,GWW,Distribution Services,1110.49,52607270568.38,2681000000.0,50712780000.0,5.29,40.2,48.1,39.1,14.9,7.4,31.2,0.77,0.69,4.5,-8.7,-6.5,11.0
47,38,171,209,89.4,A,FOX,Consumer Services,52.77,23461722476.78,3102093135.48,34306130000.0,9.04,20.1,16.9,33.1,19.0,14.2,12.7,0.69,0.83,9.2,-11.1,-9.5,-17.0
48,150,62,212,89.2,A,EXPE,Consumer Services,230.35,28225804370.68,1978000000.0,36774391090.0,5.38,36.8,91.1,84.1,13.4,21.1,23.4,5.04,1.33,7.6,8.9,-2.1,-15.8
49,193,21,214,89.0,A,PTC,Technology Services,159.13,18935852548.27,1075825496.26,22074006690.0,4.87,57.3,23.3,82.6,39.3,32.4,23.2,0.36,0.9,23.6,111.2,2.5,-9.2
50,171,44,215,88.7,A,RMD,Health Technology,240.15,34984669230.39,1759402513.59,34677951640.0,5.07,41.8,25.7,60.0,34.2,34.8,23.7,0.13,0.75,9.6,19.5,-11.7,-4.5
51,144,72,216,88.5,A,PG,Consumer Non-Durables,153.32,356315779748.9,20491948486.38,374240440000.0,5.48,34.7,31.6,51.1,24.3,17.6,22.7,0.69,0.24,1.1,7.5,-3.4,8.7
52,183,33,216,88.3,A,VLTO,Producer Manufacturing,91.37,22645447414.59,1277000000.0,25843890000.0,4.94,45.6,36.6,59.3,23.2,18.4,24.3,0.93,0.75,6.0,12.6,0.6,-6.8
53,123,97,220,88.0,A,LMT,Electronic Technology,649.47,149430200718.37,7619000000.0,130813073000.0,5.82,30.2,76.9,10.2,10.2,9.2,30.2,3.39,0.26,5.6,-3.5,3.9,38.1
54,196,25,221,87.8,A,PM,Consumer Non-Durables,166.84,259716411360.59,14436000000.0,296338200000.0,4.87,52.4,,65.2,35.6,26.3,23.0,,-0.0,7.6,60.7,-8.4,10.5
55,161,65,226,87.6,A,COR,Distribution Services,350.3,68144099577.0,3807463837.19,72269674250.0,5.27,36.3,152.3,3.3,1.2,1.1,42.1,4.15,-0.05,7.4,18.3,-2.5,2.4
56,22,206,228,87.4,A,PGR,Finance,201.22,117896084012.23,14501000000.0,141001360000.0,10.28,17.2,40.4,,16.5,19.6,10.5,0.23,0.57,16.3,33.4,-0.2,-10.0
57,68,160,228,87.1,A,SLB,Industrial Services,48.17,72030121338.72,4965860865.18,66598180000.0,7.46,21.3,14.3,16.8,13.9,13.4,20.4,0.45,0.82,-1.7,-24.0,-4.6,20.9
58,117,113,230,86.9,A,USFD,Distribution Services,91.34,20144301046.93,1368000000.0,22872887000.0,5.98,27.8,15.3,17.4,3.5,2.4,31.1,1.33,0.49,4.1,45.9,1.1,20.9
59,67,164,231,86.7,A,UTHR,Health Technology,544.71,23873378901.39,1515800000.0,20126625000.0,7.53,20.5,19.7,87.9,47.6,32.7,19.5,0.0,0.37,10.6,13.4,12.0,12.8
60,88,145,233,86.4,A,KVUE,Consumer Non-Durables,17.65,33830321212.2,2736000000.0,40616800000.0,6.74,23.0,14.4,58.3,18.1,11.4,23.1,0.81,-0.03,-2.2,42.7,-2.5,1.9
61,178,55,233,86.2,A,CAH,Distribution Services,215.42,50691773203.36,2755431432.97,55137500000.0,5.0,38.0,,3.6,1.2,2.5,31.0,,0.4,10.1,29.7,-4.9,8.8
62,29,211,240,86.0,A,CI,Health Services,260.87,68746625598.17,10235000000.0,104752335770.0,9.77,16.8,14.4,,3.7,3.1,11.8,0.75,0.21,12.5,81.3,-11.6,-1.5
63,77,163,240,85.7,A,SNA,Consumer Durables,369.77,19195914482.34,1327700000.0,18223960000.0,7.29,20.8,18.0,51.7,25.8,19.5,19.3,0.22,0.76,0.9,-1.6,0.1,5.5
64,162,80,242,85.5,A,LOW,Retail Trade,246.88,138487685922.49,10152000000.0,193145660000.0,5.26,33.0,,31.2,11.8,8.9,20.8,,0.67,3.1,-3.0,-11.3,-0.7
65,41,202,243,85.3,A,PFE,Health Technology,27.3,155235104010.46,17518000000.0,195700400000.0,8.95,17.5,8.9,66.2,28.0,14.5,20.1,0.78,0.71,-1.6,-3.7,0.4,5.8
66,12,232,244,85.1,A,EOG,Energy Minerals,132.51,71090490460.6,7177703127.76,62339390000.0,11.51,15.2,16.8,40.8,31.7,15.2,14.5,0.31,0.43,-3.6,-18.8,16.9,19.6
67,208,37,245,84.8,A,YUM,Consumer Services,156.6,43288955139.44,2538309022.28,54541400000.0,4.65,44.4,,46.2,30.9,20.0,28.2,,0.39,8.8,6.4,-3.2,5.8
68,56,190,246,84.6,A,XYZ,Commercial Services,64.63,38719575346.99,3216220000.0,40726678330.0,7.9,18.6,6.0,42.3,13.3,10.0,30.7,0.4,1.33,0.3,-53.7,15.3,2.4
69,69,178,247,84.4,A,PPG,Process Industries,104.08,23261330170.48,2151000000.0,28906992000.0,7.44,19.5,21.3,37.9,13.5,7.3,15.0,0.99,0.98,-8.8,16.4,-17.6,3.3
70,127,122,249,84.1,A,SSNC,Technology Services,72.98,17625055976.73,1493300000.0,26113130000.0,5.72,26.6,11.9,48.2,23.8,26.5,23.2,1.11,0.75,6.6,5.1,-4.9,-15.1
71,203,46,249,83.9,A,HD,Retail Trade,350.84,349265239783.56,20890000000.0,436678050000.0,4.78,41.5,145.5,31.3,12.7,7.7,24.7,5.1,0.65,3.2,-4.6,-8.7,-1.4
72,114,140,254,83.7,A,PEP,Consumer Non-Durables,160.15,218868843351.39,14557000000.0,240761380000.0,6.05,24.0,42.9,54.4,15.5,8.2,26.7,2.6,0.1,2.3,-13.6,-5.5,6.7
73,1,254,255,83.4,A,ALL,Finance,205.59,53357977077.93,12013000000.0,64751305000.0,18.55,13.8,39.5,,17.7,14.6,5.4,0.25,0.16,5.6,124.8,-0.7,1.7
74,118,137,255,83.2,A,KMB,Consumer Non-Durables,100.04,33205512923.32,2417469448.15,40536459000.0,5.96,24.3,147.2,35.7,14.7,10.0,16.5,5.03,0.17,-14.1,-19.6,-4.0,-3.2
75,201,56,257,83.0,A,TPR,Retail Trade,145.42,29442347450.67,1455913453.45,30412740000.0,4.79,37.8,55.3,72.3,20.8,23.4,60.3,7.15,1.15,10.9,-30.0,-4.0,23.8
76,89,170,259,82.8,A,GEHC,Health Technology,72.65,33110223508.41,2893000000.0,43654140000.0,6.63,20.2,22.2,39.7,14.0,7.3,16.0,1.01,1.89,4.8,4.9,-9.2,-14.0
77,248,13,261,82.5,A,VRSK,Technology Services,203.13,28020137542.6,1374600000.0,33839830216.16,4.06,68.2,444.0,59.2,44.7,38.8,31.3,15.86,0.15,6.6,-3.3,13.7,-5.9
78,249,14,263,82.3,A,FIX,Industrial Services,1407.32,49502436803.71,1312615000.0,32463396220.0,4.04,64.9,49.2,23.5,14.4,11.3,48.7,0.2,1.67,29.5,97.8,14.5,38.5
79,151,116,267,82.1,A,GD,Electronic Technology,353.85,95677408510.26,5356000000.0,99667174000.0,5.37,27.5,17.7,15.1,10.2,7.5,22.9,0.38,0.72,10.1,13.4,-1.8,3.4
80,231,38,269,81.8,A,CSCO,Electronic Technology,78.1,308486636370.51,13391695499.03,313128560000.0,4.28,43.9,24.3,64.0,23.6,21.6,27.5,0.67,0.99,9.0,24.6,-7.8,-2.7
81,2,269,271,81.6,A,SYF,Finance,65.21,22666753294.48,5426000000.0,31265568000.0,17.35,12.7,21.3,80.7,28.4,51.5,7.0,0.91,1.57,-7.9,8.8,-12.7,-23.0
82,155,117,272,81.4,A,EBAY,Retail Trade,91.68,41072640275.46,2327731984.6,43785000000.0,5.32,27.4,40.8,71.5,20.9,14.9,21.1,1.56,0.53,8.1,9.4,6.2,11.2
83,66,207,273,81.1,A,BKR,Industrial Services,58.97,58276307216.91,3557000000.0,47188760000.0,7.54,17.0,14.5,23.6,12.8,9.1,22.6,0.36,1.05,-0.3,-12.5,-0.3,23.4
84,9,266,275,80.9,A,RJF,Finance,148.32,29232542033.4,2826692885.99,24062826000.0,11.75,12.7,17.1,87.1,17.8,9.2,14.5,0.45,1.11,4.7,-0.2,-13.6,-10.4
85,256,19,275,80.7,A,V,Finance,308.96,588880637571.86,26863810973.4,678545430000.0,3.96,59.1,53.4,78.0,67.2,57.3,29.3,0.55,0.91,12.5,7.8,-6.6,-7.1
86,57,219,276,80.5,A,UPS,Transportation,100.8,85589451617.69,8473000000.0,107337070000.0,7.89,16.4,33.8,18.5,9.6,5.4,15.4,1.76,1.09,-2.5,-3.0,-14.0,0.7
87,10,267,277,80.2,A,DVN,Energy Minerals,45.36,28123200490.97,3495227403.16,30037860000.0,11.64,12.7,17.6,23.2,20.4,16.6,10.9,0.56,0.64,7.5,-8.7,3.9,19.5
88,18,259,277,80.0,B+,AA,Non-Energy Minerals,66.36,17508406348.48,1620000000.0,15073742710.18,10.75,13.1,20.8,14.7,12.3,4.3,14.8,0.45,1.71,7.3,,11.8,49.1
89,200,77,277,79.8,B+,HUBB,Producer Manufacturing,477.97,25409650787.84,1234600000.0,25759285000.0,4.79,33.7,25.1,35.6,21.1,15.0,28.7,0.65,1.01,3.8,16.0,-4.4,6.7
90,247,32,279,79.5,B+,MSI,Electronic Technology,462.56,76627180692.31,2980000000.0,73054092000.0,4.08,45.8,104.7,49.8,25.5,22.0,36.3,4.05,0.47,8.0,38.4,9.9,23.7
91,272,8,280,79.3,B+,MA,Finance,504.0,449473370909.73,19744000000.0,520876240000.0,3.79,90.4,210.5,96.5,60.1,51.5,30.5,2.54,0.92,16.6,19.0,-7.3,-7.1
92,30,251,281,79.1,B+,DHI,Consumer Durables,142.67,41331983682.24,4477509009.56,45867099000.0,9.76,14.0,13.6,23.3,13.1,10.2,13.0,0.23,0.48,-8.6,-22.2,-9.0,-8.7
93,128,162,290,78.9,B+,HOLX,Health Technology,75.41,16834898382.18,969973354.5,16983585500.0,5.71,21.2,10.9,55.6,23.7,23.3,31.3,0.48,0.14,2.2,-23.7,0.8,0.6
94,119,172,291,78.6,B+,URI,Finance,780.57,49174464452.86,3974000000.0,66683752000.0,5.96,20.1,28.4,35.4,24.7,4.1,20.2,1.75,1.12,4.9,-0.2,-12.9,-4.3
95,52,240,292,78.4,B+,KR,Retail Trade,72.19,45685381106.83,4767000000.0,59760350000.0,7.98,14.5,14.1,21.0,3.2,2.3,47.0,4.16,-0.33,0.4,-58.2,1.3,16.9
96,172,124,296,78.2,B+,DOV,Producer Manufacturing,210.34,28367844724.55,1451347000.0,28621552240.0,5.07,26.5,15.3,40.2,17.9,13.8,26.5,0.48,1.11,-1.1,-59.2,-5.7,7.1
97,228,70,298,77.9,B+,MCK,Distribution Services,934.29,114438799630.82,4651915418.21,108239873000.0,4.3,35.3,,3.2,1.3,2.8,26.9,,-0.01,15.5,59.3,-1.7,15.0
98,187,112,299,77.7,B+,META,Technology Services,654.86,1656504700782.17,83276414380.61,1695782850000.0,4.91,27.8,30.2,82.0,41.4,22.9,27.9,0.39,1.46,22.2,-1.8,-1.3,1.8
99,241,58,299,77.5,B+,BR,Technology Services,183.12,21379025847.18,1209650894.1,29258609000.0,4.13,37.4,41.8,31.2,17.6,20.0,20.3,1.17,0.5,7.4,41.3,1.0,-19.8
100,251,49,300,77.2,B+,TDG,Electronic Technology,1258.34,71062947992.44,4154239297.48,103722768000.0,4.01,40.9,,57.6,47.0,21.3,40.5,,0.71,11.7,9.8,-1.6,-4.0
101,75,226,301,77.0,B+,ELV,Health Services,289.79,63958003542.57,8112000000.0,110601990000.0,7.33,15.6,13.3,,4.1,1.6,11.5,0.75,0.39,12.6,-2.0,-13.3,-15.6
102,266,35,301,76.8,B+,CHRW,Transportation,175.78,20851170334.22,795875000.0,20792255080.0,3.83,45.0,32.9,8.4,4.9,5.5,36.4,0.76,1.03,-8.4,25.4,-12.7,11.7
103,287,15,302,76.6,B+,MTD,Health Technology,1228.93,24978309855.15,1118490000.0,30701930147.96,3.64,63.0,,57.5,27.8,21.1,29.2,,1.33,4.0,3.9,-10.3,-13.1
104,301,3,304,76.3,B+,MSCI,Commercial Services,547.06,40194705704.59,1713567000.0,48678983810.0,3.52,151.1,,76.3,54.7,48.8,34.9,,0.73,9.7,11.6,-1.8,1.5
105,179,129,308,76.1,B+,HON,Electronic Technology,239.44,152206180219.87,7407650024.79,148343474000.0,4.99,25.4,31.7,38.0,19.8,14.5,30.0,2.56,0.87,4.8,-8.3,0.9,24.3
106,24,285,309,75.9,B+,CMCSA,Consumer Services,30.57,109986150721.51,20907830989.1,204705040000.0,10.21,11.5,21.9,58.6,16.9,17.7,5.7,1.08,0.5,-0.0,29.6,-1.7,18.0
107,191,118,309,75.6,B+,NXT,Electronic Technology,116.69,17325646904.18,610234109.84,12500241017.47,4.88,27.4,33.3,32.2,20.6,19.8,29.8,0.02,1.4,30.0,3.1,-4.2,33.1
108,19,291,310,75.4,B+,CHTR,Consumer Services,224.36,31888634155.48,13339000000.0,127896645476.25,10.43,11.1,31.5,46.3,24.4,8.1,6.2,6.05,0.83,-0.6,3.1,-2.9,4.5
109,182,128,310,75.2,B+,FERG,Distribution Services,231.63,45052657776.86,2426885887.1,49073216872.77,4.95,25.4,26.9,29.1,7.9,2.2,29.8,1.03,0.93,0.2,-6.7,-12.0,-0.7
110,227,84,311,74.9,B+,IQV,Health Technology,171.58,29117124228.29,2281000000.0,52993979000.0,4.3,32.2,21.6,26.3,14.0,12.6,21.8,2.5,1.07,5.8,4.8,-8.4,-23.1
111,293,24,317,74.7,B+,MCO,Commercial Services,445.93,79063392281.64,3457000000.0,96342895000.0,3.59,53.3,64.5,68.1,44.8,33.4,32.6,1.81,1.13,8.9,21.4,-1.4,-7.6
112,218,100,318,74.5,B+,AZO,Retail Trade,3712.42,61506705144.32,3423588300.67,77265787040.0,4.43,29.5,,51.9,18.1,,26.0,,0.27,5.0,-4.3,1.5,7.6
113,250,68,318,74.3,B+,ORLY,Retail Trade,94.39,79144792880.22,3460612000.0,85682094200.0,4.04,35.7,,51.6,19.5,9.0,31.8,,0.07,6.4,9.4,0.4,0.2
114,91,228,319,74.0,B+,FSLR,Electronic Technology,200.25,21489025955.04,1696515000.0,25922687650.0,6.54,15.4,17.4,40.9,32.5,22.7,14.1,0.07,1.19,24.1,18.3,-9.5,-23.3
115,238,81,319,73.8,B+,SHW,Process Industries,322.74,79966824409.99,3916200000.0,94362464000.0,4.15,33.0,59.4,48.8,16.6,11.3,31.5,3.03,0.59,2.1,-2.7,-10.9,-1.8
116,47,273,320,73.6,B+,BIIB,Health Technology,190.48,27954565273.3,2420500000.0,28659633000.0,8.45,12.4,7.4,66.6,25.4,21.5,21.6,0.36,0.82,2.9,-21.2,-4.7,7.3
117,281,39,320,73.3,B+,WDC,Electronic Technology,268.81,91136787281.4,2654495994.04,72502700000.0,3.66,43.4,41.3,42.7,27.9,24.2,27.0,0.71,2.21,-31.2,137.6,-3.9,52.0
118,37,287,324,73.1,B+,SCHW,Finance,92.67,162377327825.64,13184000000.0,143640070000.0,9.18,11.4,18.1,83.4,47.6,48.0,19.9,0.64,1.02,6.4,56.0,-11.6,-3.0
119,167,157,324,72.9,B+,FIS,Technology Services,50.16,25802488292.58,2447000000.0,47227740000.0,5.18,21.8,2.6,36.9,22.9,26.3,67.9,0.96,0.53,5.5,-50.2,-2.0,-24.8
120,180,144,324,72.6,B+,RL,Consumer Non-Durables,338.95,20525164180.33,1138969718.25,22880242000.0,4.98,23.2,33.8,66.8,16.1,9.8,23.1,0.99,0.94,12.7,33.9,-1.2,-5.0
121,242,83,325,72.4,B+,TJX,Retail Trade,157.88,175320554366.92,7255000000.0,175795250000.0,4.13,32.5,59.1,32.6,12.0,8.0,32.4,1.32,0.24,7.1,14.4,1.6,1.0
122,204,123,327,72.2,B+,JNJ,Health Technology,242.99,585581356107.64,25624007113.36,535640570000.0,4.78,26.6,35.0,68.0,27.2,20.9,22.0,0.6,0.18,6.0,90.5,1.1,16.9
123,175,156,331,72.0,B+,MMM,Producer Manufacturing,155.17,81728040894.02,4730000000.0,93537900000.0,5.06,21.8,76.1,39.6,19.0,5.6,25.9,2.79,1.28,-6.1,-20.6,-9.6,-6.8
124,315,16,331,71.7,B+,STX,Electronic Technology,385.97,84169660485.4,2328969477.03,69315120000.0,3.36,62.5,,38.6,25.6,18.4,43.6,10.47,1.99,25.2,61.8,-9.0,31.2
125,159,174,333,71.5,B+,ITT,Producer Manufacturing,189.16,16275329668.52,689800000.0,13064053000.0,5.28,19.7,14.3,35.4,17.5,13.9,31.0,0.21,1.38,8.5,-3.0,-8.6,10.2
126,298,36,334,71.3,B+,INTU,Technology Services,440.45,121806445398.41,5100588936.93,143610600000.0,3.55,44.5,23.5,77.7,27.1,36.3,28.6,0.36,0.49,17.2,44.0,0.4,-33.2
127,230,105,335,71.0,B+,ABBV,Health Technology,227.68,402576695727.69,20064000000.0,468311260000.0,4.28,29.0,15221.8,70.1,32.8,29.1,96.4,,0.36,8.6,-1.3,1.9,0.9
128,285,50,335,70.8,B+,FTNT,Technology Services,83.48,61768818551.84,2074300000.0,56877980000.0,3.65,40.7,135.7,80.5,30.5,32.7,34.4,0.86,1.25,14.2,7.4,1.5,2.3
129,35,303,338,70.6,B+,VG,Industrial Services,12.46,30613848947.76,5110000000.0,54680740000.0,9.35,10.3,41.9,49.9,37.1,-49.4,13.5,4.17,0.8,176.9,51.8,27.1,107.7
130,229,109,338,70.3,B+,CRM,Technology Services,194.13,179181993366.47,8917000000.0,207698600000.0,4.29,28.4,12.4,75.3,21.5,34.7,24.9,0.3,1.19,9.6,22.8,2.6,-26.3
131,134,205,339,70.1,B+,LH,Health Services,270.42,22282609425.06,1516200000.0,26883816000.0,5.64,17.3,10.5,26.8,10.9,8.6,25.9,0.76,0.45,7.2,18.4,-1.9,3.0
132,190,149,339,69.9,B+,CHD,Consumer Non-Durables,99.67,23591313175.87,1077600000.0,22063460000.0,4.88,22.5,17.6,42.8,17.4,17.6,33.1,0.6,0.09,1.6,27.1,-0.7,18.9
133,220,120,340,69.7,B+,WAB,Producer Manufacturing,245.97,41942111108.51,1825000000.0,41691950000.0,4.38,27.2,11.0,31.5,16.3,13.4,36.0,0.53,1.16,7.5,13.2,0.2,14.4
